review_id,user_id,movie_id,rating,review_date,device_type,is_verified_watch,helpful_votes,total_votes,review_text,sentiment,sentiment_score
review_001915,user_02205,movie_0315,3,2024-11-15,Tablet,True,4.0,8.0,Decent watch but forgettable.,neutral,0.449
review_001916,user_00447,movie_0255,5,2024-06-25,Smart TV,True,2.0,11.0,Amazing show! Couldn't stop watching.,positive,
review_001917,user_04981,movie_0622,5,2025-12-30,Laptop,True,2.0,5.0,Fantastic cinematography and plot twists.,positive,0.761
review_001918,user_06883,movie_0478,3,2024-10-10,Tablet,True,5.0,6.0,,neutral,0.58
review_001919,user_08542,movie_0057,5,2025-12-14,Laptop,False,4.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.761
review_001920,user_08068,movie_0192,4,2024-03-10,Mobile,True,1.0,5.0,Amazing show! Couldn't stop watching.,positive,0.938
review_001921,user_05566,movie_0715,4,2025-01-19,Tablet,True,5.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.804
review_001922,user_06292,movie_0456,5,2024-06-30,Mobile,False,,,Outstanding direction and screenplay.,positive,0.648
review_001923,user_03503,movie_0099,4,2024-05-22,Smart TV,True,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.796
review_001924,user_01087,movie_0314,3,2025-12-30,Tablet,True,4.0,5.0,It was okay. Nothing special.,neutral,0.434
review_001925,user_00224,movie_0205,3,2025-04-16,Mobile,True,6.0,7.0,Average movie. Some good moments.,neutral,0.407
review_001926,user_06564,movie_0075,2,2025-03-19,Smart TV,True,2.0,6.0,Confusing plot. Hard to follow.,negative,0.304
review_001927,user_04218,movie_0168,5,2024-04-01,Smart TV,False,5.0,5.0,Amazing show! Couldn't stop watching.,positive,0.611
review_001928,user_06509,movie_0978,4,2024-05-31,Tablet,True,1.0,6.0,This movie exceeded my expectations.,positive,0.69
review_001929,user_01277,movie_0368,5,2025-01-09,Mobile,True,2.0,8.0,This movie exceeded my expectations.,positive,0.98
review_001930,user_09852,movie_0462,4,2024-03-12,Mobile,False,3.0,3.0,This series is a masterpiece!,positive,
review_001931,user_08859,movie_0086,3,2025-06-07,Laptop,True,,,Decent watch but forgettable.,neutral,0.415
review_001932,user_01074,movie_0784,4,2024-09-24,Mobile,True,4.0,5.0,This series is a masterpiece!,positive,0.681
review_001933,user_05522,movie_0960,4,2025-11-14,Tablet,True,2.0,2.0,This movie exceeded my expectations.,positive,
review_001934,user_06231,movie_0218,1,2024-06-19,Laptop,True,5.0,9.0,Not my cup of tea. Too violent.,negative,0.108
review_001935,user_03177,movie_0193,3,2024-09-26,Smart TV,True,5.0,5.0,Decent watch but forgettable.,neutral,0.482
review_001936,user_01422,movie_0497,3,2025-10-18,Mobile,True,,,Not bad but not great either.,neutral,
review_001937,user_02810,movie_0398,2,2024-06-07,Tablet,True,4.0,4.0,Confusing plot. Hard to follow.,negative,0.018
review_001938,user_05753,movie_0062,4,2024-02-28,Tablet,True,3.0,9.0,Outstanding direction and screenplay.,positive,0.98
review_001939,user_00407,movie_0611,2,2025-08-05,Smart TV,False,,,Poor acting and weak plot.,negative,0.23
review_001940,user_07975,movie_0168,4,2025-08-04,Mobile,True,4.0,5.0,,positive,0.92
review_001941,user_09706,movie_0379,4,2025-08-26,Laptop,True,3.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.609
review_001942,user_03586,movie_0122,2,2025-07-02,Mobile,True,5.0,5.0,"Boring storyline, couldn't finish watching.",negative,0.302
review_001943,user_00496,movie_0671,5,2024-09-02,Laptop,True,4.0,8.0,Outstanding direction and screenplay.,positive,0.866
review_001944,user_09671,movie_0755,3,2024-03-27,Smart TV,True,3.0,3.0,It was okay. Nothing special.,neutral,0.568
review_001945,user_01997,movie_0813,4,2025-05-30,Tablet,False,6.0,6.0,Amazing show! Couldn't stop watching.,positive,
review_001946,user_06025,movie_0839,5,2025-12-26,Mobile,True,1.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.95
review_001947,user_06287,movie_0442,5,2024-06-03,Tablet,False,3.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.686
review_001948,user_06735,movie_0833,3,2024-07-15,Mobile,True,2.0,7.0,Could have been better.,neutral,0.53
review_001949,user_02872,movie_0482,5,2025-07-17,Laptop,True,2.0,2.0,Perfect blend of drama and action.,positive,0.654
review_001950,user_05878,movie_0089,2,2025-08-08,Laptop,True,4.0,4.0,Disappointing. Expected much more.,negative,0.259
review_001951,user_07846,movie_0927,5,2025-02-14,Mobile,False,,,This movie exceeded my expectations.,positive,0.854
review_001952,user_02808,movie_0546,3,2025-10-27,Smart TV,False,4.0,5.0,It was okay. Nothing special.,neutral,0.431
review_001953,user_06182,movie_0637,4,2025-03-29,Smart TV,True,2.0,4.0,This movie exceeded my expectations.,positive,0.91
review_001954,user_07392,movie_0702,3,2025-10-30,Smart TV,True,5.0,10.0,,neutral,
review_001955,user_00894,movie_0030,4,2024-06-05,Laptop,True,,,Outstanding direction and screenplay.,positive,0.94
review_001956,user_06427,movie_0661,2,2025-11-08,Smart TV,True,1.0,4.0,,negative,0.002
review_001957,user_01659,movie_0752,4,2024-05-05,Mobile,False,0.0,4.0,Amazing show! Couldn't stop watching.,positive,0.841
review_001958,user_02137,movie_0493,4,2025-09-15,Smart TV,False,4.0,4.0,This movie exceeded my expectations.,positive,0.87
review_001959,user_05445,movie_0450,1,2024-07-13,Tablet,True,2.0,7.0,,negative,0.343
review_001960,user_08129,movie_0580,5,2025-01-29,Tablet,True,3.0,3.0,Outstanding direction and screenplay.,positive,0.636
review_001961,user_07391,movie_0437,4,2024-10-25,Tablet,False,3.0,5.0,Outstanding direction and screenplay.,positive,0.896
review_001962,user_05929,movie_0525,1,2024-10-18,Laptop,True,2.0,3.0,Confusing plot. Hard to follow.,negative,0.248
review_001963,user_01184,movie_0172,2,2024-06-20,Smart TV,True,3.0,8.0,Overhyped. Didn't live up to expectations.,negative,0.271
review_001964,user_09155,movie_0542,3,2025-11-01,Smart TV,False,1.0,6.0,Watchable but predictable.,neutral,0.421
review_001965,user_00026,movie_0680,4,2024-10-26,Laptop,True,2.0,5.0,Outstanding direction and screenplay.,positive,0.905
review_001966,user_01210,movie_0101,4,2025-03-09,Mobile,True,6.0,6.0,This series is a masterpiece!,positive,0.979
review_001967,user_04885,movie_0196,3,2025-09-03,Tablet,True,2.0,8.0,Okay for a one-time watch.,neutral,0.557
review_001968,user_09298,movie_0628,2,2024-02-07,Smart TV,True,2.0,5.0,,negative,
review_001969,user_05764,movie_0092,5,2024-03-27,Tablet,True,1.0,2.0,This series is a masterpiece!,positive,
review_001970,user_07093,movie_0001,5,2024-07-02,Smart TV,True,,,Fantastic cinematography and plot twists.,positive,0.899
review_001971,user_00893,movie_0745,4,2025-06-17,Laptop,True,3.0,6.0,,positive,
review_001972,user_08424,movie_0840,4,2024-03-26,Laptop,True,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.753
review_001973,user_00454,movie_0368,3,2025-05-16,Tablet,False,0.0,3.0,Average movie. Some good moments.,neutral,0.593
review_001974,user_01840,movie_0504,4,2025-06-12,Mobile,True,5.0,5.0,Amazing show! Couldn't stop watching.,positive,0.986
review_001975,user_02618,movie_0131,3,2025-05-09,Mobile,True,3.0,9.0,Could have been better.,neutral,0.54
review_001976,user_09901,movie_0115,3,2024-09-21,Tablet,True,,,Watchable but predictable.,neutral,0.534
review_001977,user_09481,movie_0222,5,2024-11-19,Tablet,False,4.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.686
review_001978,user_09483,movie_0928,4,2024-07-14,Mobile,True,6.0,7.0,Fantastic cinematography and plot twists.,positive,0.886
review_001979,user_04990,movie_0023,5,2025-03-21,Tablet,False,5.0,5.0,This series is a masterpiece!,positive,0.776
review_001980,user_06627,movie_0328,4,2025-03-07,Mobile,True,4.0,4.0,Outstanding direction and screenplay.,positive,0.975
review_001981,user_05256,movie_0024,3,2025-05-24,Smart TV,True,1.0,8.0,Average movie. Some good moments.,neutral,0.512
review_001982,user_06351,movie_0035,3,2024-05-08,Smart TV,True,2.0,5.0,Okay for a one-time watch.,neutral,0.427
review_001983,user_08401,movie_0774,4,2024-04-18,Laptop,True,3.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.671
review_001984,user_03009,movie_0575,4,2025-05-20,Mobile,True,4.0,4.0,Outstanding direction and screenplay.,positive,0.802
review_001985,user_08954,movie_0999,3,2025-11-11,Smart TV,True,5.0,7.0,Decent watch but forgettable.,neutral,0.405
review_001986,user_05087,movie_0770,2,2025-02-06,Smart TV,True,4.0,4.0,Poor acting and weak plot.,negative,0.039
review_001987,user_07222,movie_0221,3,2024-03-18,Tablet,True,1.0,6.0,Decent watch but forgettable.,neutral,0.446
review_001988,user_07814,movie_0908,4,2024-08-04,Mobile,False,6.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.738
review_001989,user_08269,movie_0030,3,2025-01-23,Tablet,False,3.0,3.0,Mixed feelings about this one.,neutral,0.41
review_001990,user_06095,movie_0521,5,2025-09-22,Smart TV,True,1.0,7.0,Amazing show! Couldn't stop watching.,positive,0.973
review_001991,user_00952,movie_0972,3,2024-12-16,Mobile,True,3.0,8.0,It was okay. Nothing special.,neutral,0.484
review_001992,user_08027,movie_0701,4,2025-07-19,Laptop,True,3.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.749
review_001993,user_04624,movie_0820,2,2024-12-24,Mobile,True,3.0,4.0,Waste of time. Poor character development.,negative,0.118
review_001994,user_03075,movie_0922,3,2024-08-17,Tablet,True,3.0,3.0,Average movie. Some good moments.,neutral,0.422
review_001995,user_02617,movie_0126,4,2024-06-20,Smart TV,False,2.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.679
review_001996,user_07465,movie_0282,4,2025-04-21,Tablet,True,1.0,8.0,One of the best series I've ever watched. Highly recommend!,positive,0.715
review_001997,user_02551,movie_0735,3,2025-04-10,Tablet,False,,,Watchable but predictable.,neutral,0.559
review_001998,user_04992,movie_0640,5,2025-02-28,Laptop,True,4.0,9.0,Outstanding direction and screenplay.,positive,0.977
review_001999,user_06517,movie_0745,4,2025-10-04,Laptop,True,3.0,3.0,,positive,0.694
review_002000,user_04139,movie_0815,3,2024-10-30,Mobile,True,0.0,6.0,It was okay. Nothing special.,neutral,0.524
review_002001,user_02914,movie_0648,5,2025-11-09,Laptop,True,5.0,6.0,Outstanding direction and screenplay.,positive,0.61
review_002002,user_02612,movie_0763,3,2025-04-21,Smart TV,True,3.0,6.0,It's fine for background watching.,neutral,0.428
review_002003,user_08099,movie_0286,3,2024-03-05,Laptop,True,4.0,7.0,Okay for a one-time watch.,neutral,0.53
review_002004,user_03904,movie_0617,4,2025-04-16,Tablet,False,2.0,4.0,Fantastic cinematography and plot twists.,positive,0.758
review_002005,user_01945,movie_0950,1,2024-09-18,Smart TV,True,1.0,5.0,Confusing plot. Hard to follow.,negative,0.377
review_002006,user_04081,movie_0330,3,2025-12-10,Smart TV,True,5.0,5.0,Decent watch but forgettable.,neutral,0.456
review_002007,user_08625,movie_0870,3,2024-03-25,Mobile,True,2.0,2.0,Average movie. Some good moments.,neutral,0.557
review_002008,user_05635,movie_0661,4,2025-12-12,Laptop,True,,,Incredible story telling. Kept me engaged throughout.,positive,0.733
review_002009,user_02559,movie_0918,3,2025-01-27,Mobile,False,5.0,5.0,Average movie. Some good moments.,neutral,0.434
review_002010,user_07853,movie_0215,2,2024-01-08,Mobile,True,2.0,2.0,Confusing plot. Hard to follow.,negative,0.203
review_002011,user_01781,movie_0502,5,2025-12-03,Laptop,True,4.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.765
review_002012,user_07168,movie_0941,1,2025-10-18,Tablet,True,1.0,6.0,Confusing plot. Hard to follow.,negative,0.202
review_002013,user_04755,movie_0691,4,2024-05-28,Laptop,True,3.0,6.0,Perfect blend of drama and action.,positive,0.747
review_002014,user_09846,movie_0750,4,2025-03-30,Laptop,True,4.0,7.0,Perfect blend of drama and action.,positive,0.882
review_002015,user_08163,movie_0435,4,2025-12-24,Mobile,True,4.0,5.0,This movie exceeded my expectations.,positive,0.814
review_002016,user_01751,movie_0798,3,2024-08-20,Laptop,True,4.0,4.0,It's fine for background watching.,neutral,0.57
review_002017,user_08891,movie_1000,4,2024-07-06,Smart TV,True,,,Fantastic cinematography and plot twists.,positive,0.95
review_002018,user_05040,movie_0674,4,2025-01-26,Laptop,True,4.0,4.0,This series is a masterpiece!,positive,0.995
review_002019,user_08708,movie_0343,3,2024-10-14,Tablet,True,6.0,6.0,,neutral,0.566
review_002020,user_07465,movie_0741,5,2024-08-13,Laptop,True,1.0,3.0,Perfect blend of drama and action.,positive,0.949
review_002021,user_04125,movie_0257,4,2024-08-14,Mobile,True,3.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.913
review_002022,user_05238,movie_0584,5,2025-10-09,Tablet,True,2.0,4.0,This series is a masterpiece!,positive,0.707
review_002023,user_09768,movie_0075,5,2025-08-30,Laptop,True,2.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.751
review_002024,user_03262,movie_0562,4,2025-04-04,Tablet,True,,,Fantastic cinematography and plot twists.,positive,0.878
review_002025,user_00250,movie_0960,4,2024-04-19,Mobile,True,,,Outstanding direction and screenplay.,positive,0.892
review_002026,user_07964,movie_0378,4,2024-08-11,Mobile,True,3.0,12.0,Amazing show! Couldn't stop watching.,positive,0.602
review_002027,user_03170,movie_0070,4,2024-11-13,Laptop,False,4.0,7.0,Fantastic cinematography and plot twists.,positive,0.907
review_002028,user_09083,movie_0544,1,2025-08-08,Tablet,True,,,Not my cup of tea. Too violent.,negative,
review_002029,user_01539,movie_0369,2,2024-06-09,Smart TV,True,2.0,5.0,Disappointing. Expected much more.,negative,0.151
review_002030,user_08865,movie_0490,2,2024-06-19,Tablet,False,3.0,6.0,Overhyped. Didn't live up to expectations.,negative,0.019
review_002031,user_03055,movie_0872,2,2024-01-11,Tablet,True,2.0,4.0,Not worth the time. Very predictable.,negative,0.262
review_002032,user_01849,movie_0105,4,2025-03-19,Laptop,False,4.0,6.0,,positive,0.725
review_002033,user_06494,movie_0044,4,2025-07-16,Mobile,False,2.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.89
review_002034,user_00702,movie_0562,4,2024-08-31,Tablet,True,7.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.856
review_002035,user_06574,movie_0064,5,2024-01-14,Laptop,False,5.0,5.0,This movie exceeded my expectations.,positive,0.693
review_002036,user_00377,movie_0242,5,2024-06-26,Smart TV,True,4.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.864
review_002037,user_07296,movie_0744,5,2024-01-25,Mobile,False,1.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.732
review_002038,user_09744,movie_0273,3,2025-09-09,Laptop,True,5.0,5.0,Could have been better.,neutral,0.485
review_002039,user_01303,movie_0236,4,2025-08-30,Mobile,True,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.978
review_002040,user_04055,movie_0820,5,2024-03-29,Smart TV,True,4.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.722
review_002041,user_09733,movie_0067,5,2024-02-27,Tablet,False,0.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.704
review_002042,user_01610,movie_0329,3,2025-09-15,Tablet,True,3.0,4.0,Mixed feelings about this one.,neutral,0.445
review_002043,user_08807,movie_0360,2,2024-02-04,Laptop,True,0.0,8.0,Disappointing. Expected much more.,negative,0.376
review_002044,user_00063,movie_0394,1,2025-04-07,Laptop,True,2.0,5.0,Not worth the time. Very predictable.,negative,0.042
review_002045,user_03432,movie_0834,5,2024-12-31,Tablet,True,3.0,9.0,Incredible story telling. Kept me engaged throughout.,positive,0.934
review_002046,user_07414,movie_0100,5,2024-05-18,Smart TV,False,6.0,6.0,This series is a masterpiece!,positive,
review_002047,user_02117,movie_0705,5,2024-06-04,Tablet,True,4.0,11.0,This series is a masterpiece!,positive,
review_002048,user_05398,movie_0675,5,2024-06-29,Laptop,False,5.0,6.0,Amazing show! Couldn't stop watching.,positive,0.627
review_002049,user_05307,movie_0096,4,2025-12-02,Smart TV,True,4.0,4.0,Outstanding direction and screenplay.,positive,0.854
review_002050,user_09178,movie_0412,5,2024-05-05,Laptop,False,5.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.948
review_002051,user_07842,movie_0604,4,2024-10-21,Mobile,True,4.0,4.0,Fantastic cinematography and plot twists.,positive,0.852
review_002052,user_01635,movie_0390,5,2024-06-19,Smart TV,True,5.0,5.0,Amazing show! Couldn't stop watching.,positive,0.607
review_002053,user_09819,movie_0031,4,2025-05-17,Smart TV,True,0.0,7.0,Outstanding direction and screenplay.,positive,0.791
review_002054,user_01973,movie_0118,1,2024-08-21,Smart TV,True,3.0,3.0,,negative,0.302
review_002055,user_06124,movie_0212,3,2024-01-19,Mobile,True,3.0,6.0,It was okay. Nothing special.,neutral,0.476
review_002056,user_01503,movie_0186,4,2025-04-23,Tablet,True,4.0,6.0,Amazing show! Couldn't stop watching.,positive,0.986
review_002057,user_04534,movie_0066,3,2025-12-19,Smart TV,True,,,It's fine for background watching.,neutral,0.498
review_002058,user_01609,movie_0962,5,2024-02-17,Laptop,False,3.0,6.0,This movie exceeded my expectations.,positive,0.66
review_002059,user_03736,movie_0078,4,2025-12-09,Laptop,False,3.0,5.0,Amazing show! Couldn't stop watching.,positive,0.706
review_002060,user_08450,movie_0767,3,2025-02-10,Laptop,True,6.0,6.0,Okay for a one-time watch.,neutral,0.55
review_002061,user_01986,movie_0947,3,2024-03-12,Smart TV,True,0.0,4.0,It was okay. Nothing special.,neutral,0.539
review_002062,user_05585,movie_0398,5,2025-08-18,Laptop,True,2.0,7.0,Perfect blend of drama and action.,positive,0.719
review_002063,user_06417,movie_0571,2,2025-11-01,Smart TV,True,3.0,3.0,Not my cup of tea. Too violent.,negative,0.025
review_002064,user_03105,movie_0187,4,2025-11-24,Tablet,True,5.0,5.0,Perfect blend of drama and action.,positive,
review_002065,user_09231,movie_0564,4,2025-12-12,Smart TV,True,3.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.895
review_002066,user_06993,movie_0680,5,2024-10-15,Mobile,True,4.0,7.0,Brilliant performance by the cast. Must watch!,positive,0.913
review_002067,user_05603,movie_0137,5,2025-05-31,Smart TV,True,,,,positive,0.76
review_002068,user_05021,movie_0938,5,2025-11-14,Tablet,True,4.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.67
review_002069,user_04419,movie_0866,4,2024-03-13,Laptop,True,3.0,6.0,Perfect blend of drama and action.,positive,0.758
review_002070,user_07059,movie_0135,5,2025-01-20,Mobile,True,7.0,7.0,This movie exceeded my expectations.,positive,0.897
review_002071,user_01984,movie_0579,5,2025-07-24,Mobile,True,3.0,6.0,Perfect blend of drama and action.,positive,0.874
review_002072,user_04279,movie_0185,4,2025-03-14,Tablet,True,1.0,7.0,Amazing show! Couldn't stop watching.,positive,0.691
review_002073,user_06483,movie_0637,1,2024-06-28,Laptop,True,4.0,5.0,,negative,0.227
review_002074,user_00548,movie_0237,5,2025-02-16,Tablet,False,1.0,5.0,This movie exceeded my expectations.,positive,0.855
review_002075,user_00935,movie_0704,4,2025-03-30,Tablet,True,2.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.936
review_002076,user_03329,movie_0095,5,2024-06-28,Mobile,True,3.0,3.0,Outstanding direction and screenplay.,positive,0.746
review_002077,user_03567,movie_0622,2,2024-11-09,Smart TV,True,2.0,6.0,Not worth the time. Very predictable.,negative,0.078
review_002078,user_08352,movie_0574,3,2025-06-27,Laptop,True,1.0,4.0,Decent watch but forgettable.,neutral,0.547
review_002079,user_08753,movie_0673,4,2025-02-14,Mobile,True,3.0,4.0,This movie exceeded my expectations.,positive,
review_002080,user_01575,movie_0296,3,2024-08-28,Tablet,False,2.0,7.0,Average movie. Some good moments.,neutral,0.512
review_002081,user_00905,movie_0229,4,2024-09-14,Tablet,True,0.0,5.0,This series is a masterpiece!,positive,0.764
review_002082,user_03504,movie_0102,4,2025-01-12,Tablet,True,3.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.76
review_002083,user_01140,movie_0754,4,2025-11-30,Mobile,True,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.655
review_002084,user_07693,movie_0611,5,2025-01-17,Tablet,True,4.0,6.0,This movie exceeded my expectations.,positive,0.937
review_002085,user_05500,movie_0275,3,2024-08-10,Mobile,True,,,Mixed feelings about this one.,neutral,0.404
review_002086,user_02040,movie_0915,5,2024-05-27,Smart TV,True,1.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.753
review_002087,user_04528,movie_0680,4,2025-01-11,Smart TV,True,5.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.77
review_002088,user_05147,movie_0931,3,2024-03-07,Smart TV,True,2.0,5.0,Not bad but not great either.,neutral,0.509
review_002089,user_00411,movie_0881,5,2025-07-23,Laptop,True,0.0,2.0,Brilliant performance by the cast. Must watch!,positive,0.973
review_002090,user_04492,movie_0569,2,2025-06-24,Smart TV,True,3.0,7.0,Confusing plot. Hard to follow.,negative,0.209
review_002091,user_08052,movie_0117,5,2025-02-18,Smart TV,True,2.0,8.0,This series is a masterpiece!,positive,0.64
review_002092,user_00514,movie_0933,3,2025-05-09,Laptop,True,3.0,3.0,Decent watch but forgettable.,neutral,0.526
review_002093,user_04874,movie_0944,4,2024-06-29,Laptop,True,3.0,3.0,This movie exceeded my expectations.,positive,
review_002094,user_00333,movie_0719,1,2024-01-26,Tablet,True,1.0,3.0,Slow paced and boring.,negative,0.267
review_002095,user_03369,movie_0794,4,2025-06-28,Mobile,True,2.0,4.0,This movie exceeded my expectations.,positive,0.723
review_002096,user_09842,movie_0742,3,2025-09-13,Laptop,True,5.0,5.0,Mixed feelings about this one.,neutral,0.562
review_002097,user_01599,movie_0653,5,2025-12-15,Mobile,True,,,Amazing show! Couldn't stop watching.,positive,0.919
review_002098,user_09409,movie_0376,5,2024-05-15,Laptop,False,3.0,3.0,This series is a masterpiece!,positive,0.912
review_002099,user_05148,movie_0048,3,2024-12-28,Smart TV,True,3.0,4.0,Not bad but not great either.,neutral,0.597
review_002100,user_08920,movie_0568,4,2024-05-16,Tablet,True,3.0,3.0,,positive,0.636
review_002101,user_08014,movie_0850,4,2024-12-20,Tablet,True,2.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.803
review_002102,user_05941,movie_0077,4,2025-05-28,Tablet,False,4.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.615
review_002103,user_08195,movie_0600,3,2025-06-06,Laptop,False,5.0,5.0,Could have been better.,neutral,0.409
review_002104,user_00317,movie_0867,5,2025-04-18,Smart TV,True,3.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.653
review_002105,user_01443,movie_0880,3,2025-04-03,Smart TV,True,1.0,6.0,It was okay. Nothing special.,neutral,0.463
review_002106,user_03283,movie_0987,4,2025-12-08,Tablet,True,3.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.961
review_002107,user_00278,movie_0839,1,2025-08-06,Smart TV,True,5.0,5.0,Slow paced and boring.,negative,0.339
review_002108,user_06262,movie_0256,3,2025-02-27,Mobile,True,2.0,5.0,Average movie. Some good moments.,neutral,0.599
review_002109,user_03465,movie_0893,4,2024-02-15,Smart TV,True,0.0,2.0,Absolutely loved this movie. Great acting and storyline.,positive,0.772
review_002110,user_06795,movie_0595,4,2024-02-15,Smart TV,True,2.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.692
review_002111,user_05986,movie_0540,4,2025-12-12,Mobile,True,3.0,4.0,Fantastic cinematography and plot twists.,positive,0.92
review_002112,user_03563,movie_0002,4,2025-07-04,Mobile,True,,,Amazing show! Couldn't stop watching.,positive,0.675
review_002113,user_06564,movie_0115,3,2025-09-17,Smart TV,True,4.0,4.0,Not bad but not great either.,neutral,0.574
review_002114,user_00566,movie_0842,1,2025-02-24,Mobile,True,0.0,6.0,Poor acting and weak plot.,negative,0.166
review_002115,user_00177,movie_0311,4,2025-06-14,Mobile,True,3.0,3.0,Brilliant performance by the cast. Must watch!,positive,0.763
review_002116,user_03753,movie_0776,3,2024-02-25,Laptop,False,3.0,3.0,Mixed feelings about this one.,neutral,0.538
review_002117,user_00843,movie_0036,5,2024-03-28,Mobile,True,3.0,3.0,Absolutely loved this movie. Great acting and storyline.,positive,0.679
review_002118,user_01246,movie_0743,3,2025-08-13,Laptop,True,0.0,9.0,Has its moments but overall average.,neutral,0.448
review_002119,user_02041,movie_0141,4,2024-10-31,Mobile,True,5.0,9.0,Incredible story telling. Kept me engaged throughout.,positive,0.846
review_002120,user_05070,movie_0590,4,2025-04-22,Laptop,True,2.0,5.0,Perfect blend of drama and action.,positive,0.845
review_002121,user_00590,movie_0369,2,2024-06-16,Laptop,True,,,Slow paced and boring.,negative,0.152
review_002122,user_04828,movie_0028,5,2025-11-09,Laptop,True,3.0,5.0,,positive,
review_002123,user_08891,movie_0799,3,2025-01-26,Laptop,True,3.0,8.0,It's fine for background watching.,neutral,0.524
review_002124,user_01813,movie_0042,4,2024-01-04,Laptop,True,,,This movie exceeded my expectations.,positive,0.997
review_002125,user_04688,movie_0654,5,2025-01-10,Mobile,True,1.0,4.0,Outstanding direction and screenplay.,positive,0.758
review_002126,user_02317,movie_0899,2,2024-12-30,Tablet,True,6.0,6.0,Not my cup of tea. Too violent.,negative,0.263
review_002127,user_08488,movie_0159,5,2025-10-03,Mobile,True,,,Brilliant performance by the cast. Must watch!,positive,0.793
review_002128,user_03071,movie_0897,3,2025-06-15,Mobile,True,3.0,3.0,It's fine for background watching.,neutral,0.529
review_002129,user_01923,movie_0127,4,2025-09-30,Smart TV,True,5.0,5.0,This series is a masterpiece!,positive,0.928
review_002130,user_00737,movie_0657,4,2024-12-01,Laptop,True,2.0,7.0,Fantastic cinematography and plot twists.,positive,0.682
review_002131,user_03517,movie_0038,2,2025-03-28,Smart TV,True,,,Terrible script and direction.,negative,0.091
review_002132,user_01408,movie_0357,4,2025-12-27,Laptop,True,,,Brilliant performance by the cast. Must watch!,positive,0.819
review_002133,user_06942,movie_0382,4,2024-11-29,Mobile,True,2.0,3.0,Outstanding direction and screenplay.,positive,0.611
review_002134,user_05776,movie_0693,4,2024-01-31,Laptop,True,,,Fantastic cinematography and plot twists.,positive,0.945
review_002135,user_03148,movie_0378,4,2024-10-23,Laptop,True,2.0,2.0,Incredible story telling. Kept me engaged throughout.,positive,0.922
review_002136,user_06710,movie_0976,4,2024-05-14,Mobile,False,3.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.855
review_002137,user_07179,movie_0325,5,2024-09-02,Mobile,True,3.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.905
review_002138,user_07568,movie_0254,3,2025-02-13,Tablet,True,3.0,3.0,Average movie. Some good moments.,neutral,0.44
review_002139,user_02287,movie_0700,5,2025-08-31,Tablet,True,2.0,6.0,Perfect blend of drama and action.,positive,0.876
review_002140,user_04148,movie_0533,4,2025-08-03,Tablet,True,3.0,3.0,This movie exceeded my expectations.,positive,0.732
review_002141,user_07417,movie_0246,1,2025-05-13,Tablet,True,1.0,6.0,Poor acting and weak plot.,negative,0.078
review_002142,user_03425,movie_0995,4,2024-12-28,Tablet,True,,,Absolutely loved this movie. Great acting and storyline.,positive,0.943
review_002143,user_05356,movie_0878,3,2024-02-11,Smart TV,True,2.0,6.0,Okay for a one-time watch.,neutral,0.549
review_002144,user_04728,movie_0165,3,2025-12-11,Smart TV,True,2.0,6.0,Decent watch but forgettable.,neutral,0.598
review_002145,user_02476,movie_0414,4,2024-01-20,Laptop,True,5.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.967
